text,retweet_count,reply_count,tweet_id,tweet_coord,latitudes,longitudes,tweet_created_date,tweet_created_time
"@VirginAmerica - the passenger in 7D, Flt 338 that assaulted me shouldn't have flown. I trust he's banned. Crew filed report to @FAANews",3,38,569083230361673728,"[26.06726717, -80.14433663]",26.06726717,-80.14433663,2015-02-21,2:36:29
@VirginAmerica amazing to me that we can't get any cold air from the vents. #VX358 #noair #worstflightever #roasted #SFOtoBOS,5,44,570207886493782019,"[42.361016, -71.02000488]",42.361016,-71.02000488,2015-02-24,5:05:28
@VirginAmerica Dad on Segway is the best part of this whole infographic!,0,16,567806884191944705,"[42.5696777, -71.42056878]",42.5696777,-71.42056878,2015-02-17,14:04:45
@VirginAmerica everything was fine until you lost my bag,0,6,569967019958730753,"[40.6413712, -73.78311558]",40.6413712,-73.78311558,2015-02-23,13:08:21
"@VirginAmerica help, left expensive headphones on flight 89 IAD to LAX today. Seat 2A. No one answering L&amp;F number at LAX!",4,23,570088404156698625,"[33.94209449, -118.40410103]",33.94209449,-118.404101,2015-02-23,21:10:41
@VirginAmerica How can I watch the #Oscars2015 on my JFK-&gt;SFO flight?,1,26,569649116487290880,"[40.64662464, -73.77090177]",40.64662464,-73.77090177,2015-02-22,16:05:07
@VirginAmerica I love this graphic. http://t.co/UT5GrRwAaA,1,23,570264145116819457,"[40.74804263, -73.99295302]",40.74804263,-73.99295302,2015-02-24,8:49:01
@VirginAmerica i need to change my flight thats scheduled in 9 hours and 120 min wait time on phone. Im calling intern. Help!!,1,14,569666477265018881,"[51.04345575, -114.06071363]",51.04345575,-114.0607136,2015-02-22,17:14:06
@VirginAmerica I was scheduled for SFO 2 DAL flight 714 today. Changed to 24th due weather. Looks like flight still on?,3,49,569881548515708928,"[37.79374402, -122.39327564]",37.79374402,-122.3932756,2015-02-23,7:28:43
@VirginAmerica LAX to EWR - Middle seat on a red eye. Such a noob maneuver. #sendambien #andchexmix,4,37,570124596180955136,"[33.94540417, -118.4062472]",33.94540417,-118.4062472,2015-02-23,23:34:30
@VirginAmerica loved it. Can't wait for Monday's return flight... Mostly just to watch the inflight safety video again. #sorrynotsorry,5,4,568815689684815873,"[37.77465018, -122.44032176]",37.77465018,-122.4403218,2015-02-20,8:53:23
@VirginAmerica morning. If I have a question regarding elevate points &amp; flights can I DM you?,1,33,567742148603170816,"[37.80065252, -122.43857414]",37.80065252,-122.4385741,2015-02-17,9:47:31
"@VirginAmerica Nice, Lofty View @flyLAXairport. #SilverStatus http://t.co/F4Tp0dAwbd",4,43,568577243200376833,"[33.94696831, -118.40747994]",33.94696831,-118.4074799,2015-02-19,17:05:53
"@VirginAmerica not worried, it's been a great ride in a new plane with great crew. All airlines should be like this.",2,39,569942903683813376,"[36.08457854, -115.13780136]",36.08457854,-115.1378014,2015-02-23,11:32:31
"@VirginAmerica should I be concerned that I am about to fly on a plane that needs to be delayed due to a ""tech stop""?",4,36,569847920192655361,"[26.074379, -80.1416831]",26.074379,-80.1416831,2015-02-23,5:15:06
@VirginAmerica thanks for gate checking my baggage on your full flight dfw-lax 883 and giving me early boarding too #sweet,4,48,568929979981033472,"[32.8454782, -96.8504585]",32.8454782,-96.8504585,2015-02-20,16:27:32
@VirginAmerica this is great news!  America could start flights to Hawaii by end of year http://t.co/r8p2Zy3fe4 via @Pacificbiznews,4,46,570076792993611776,"[33.2145038, -96.9321504]",33.2145038,-96.9321504,2015-02-23,20:24:33
@VirginAmerica you got cheese pLate Flights too.,0,41,567807278964023296,"[40.78986648, -73.10068286]",40.78986648,-73.10068286,2015-02-17,14:06:19
@VirginAmerica you have the absolute best team and customer service ever.  Every time I fly with you I'm delighted.  Thank you!,4,5,569675144353828864,"[33.9469039, -118.40716847]",33.9469039,-118.4071685,2015-02-22,17:48:33
@VirginAmerica you will match my #AmericanAirlines status? Cool!,0,13,569304436612444160,"[38.9128188, -77.00798226]",38.9128188,-77.00798226,2015-02-21,17:15:29
@VirginAmerica your website sucks donkey dicks. Just thought you should know. All best.,5,33,568157680696729600,"[40.63767372, -74.11075451]",40.63767372,-74.11075451,2015-02-18,13:18:41
Always have it together!!! You're welcome! RT @VirginAmerica: @jessicajaymes You're so welcome.,5,38,569599867716132864,"[33.94652852, -118.40766257]",33.94652852,-118.4076626,2015-02-22,12:49:25
At the airport ready to get this @JetBlue red eye going.... Soooooo sleepy.  #NoPlaceLikeHome #eventhoughits2degreesathome,0,37,570083989601411072,"[33.8191302, -118.1455457]",33.8191302,-118.1455457,2015-02-23,20:53:09
"Cool! ""@JetBlue: @hgeronemus We are 60% there and anticipate completing installation on all our A320's this year. http://t.co/sGckBopATA”",1,18,568929935273930752,"[26.07159064, -80.14770942]",26.07159064,-80.14770942,2015-02-20,16:27:21
STOP THIS “@JetBlue: Our fleet's on fleek. http://t.co/Ac6zwmuOOn”,1,34,569947514633191424,"[34.09548421, -81.20955847]",34.09548421,-81.20955847,2015-02-23,11:50:51
Thank you @united for your prompt assistance.,0,35,568842357069770752,"[43.68346133, -79.61394084]",43.68346133,-79.61394084,2015-02-20,10:39:21
"Wanted to get my bag benefit, but instead get $25 pricing on all three tickets. When adding a card, MP Visa is only option. @united",4,14,567623209026334720,"[38.9058375, -77.00423674]",38.9058375,-77.00423674,2015-02-17,1:54:53
"Yall tried it. ""@JetBlue: Our fleet's on fleek. http://t.co/62GoDFaKNB”",4,20,569934977963573248,"[33.78310211, -84.21250227]",33.78310211,-84.21250227,2015-02-23,11:01:02
